iter	Logloss
117	0.06008811833
118	0.0600171155
119	0.05990838299
120	0.05983871067
121	0.05975230685
122	0.05960417896
123	0.05944473591
124	0.05940006144
125	0.05936573714
126	0.05926357577
127	0.05898754953
128	0.05884035968
129	0.05868312172
130	0.05861972617
131	0.05852666519
132	0.05831050352
133	0.05816635519
134	0.05811814705
135	0.05806592787
136	0.05802924751
137	0.05785181157
138	0.05782092305
139	0.05774155334
140	0.05773689733
141	0.05770876243
142	0.05761855463
143	0.05746486233
144	0.05734425064
145	0.05726009891
146	0.05720056469
147	0.05711877469
148	0.05697290886
149	0.05682441809
150	0.05677066881
151	0.05662283672
152	0.05656694751
153	0.05648000762
154	0.05645162791
155	0.05633504229
156	0.05626631483
157	0.05623896546
158	0.05619180858
159	0.05610119695
160	0.05595864315
161	0.05584604697
162	0.05575064569
163	0.05565995929
164	0.05555286776
165	0.05553864243
166	0.05547440895
167	0.05536442088
168	0.05531304934
169	0.05520273868
170	0.05512086636
171	0.05499468922
172	0.05499340403
173	0.05487087559
174	0.05483685624
175	0.0547308845
176	0.05464897486
177	0.05459929199
178	0.05455442615
179	0.05442446917
180	0.05424865657
181	0.05415988889
182	0.05413253234
183	0.05408375166
184	0.05405706371
185	0.0540175018
186	0.05389480862
187	0.05384133201
188	0.05375935366
189	0.05373704218
190	0.05367988022
191	0.05361300531
192	0.05356490792
193	0.05346262364
194	0.05334699048
195	0.05323787434
196	0.05320470836
197	0.05317050864
198	0.05312697416
199	0.05306278392
200	0.05297372416
201	0.05292443529
202	0.0528353261
203	0.05279916617
204	0.05275742885
205	0.05269425868
206	0.05263961402
207	0.05257458258
208	0.0525236986
209	0.05243587028
210	0.0523340598
211	0.05229856732
212	0.05228471388
213	0.05226952659
214	0.05221077551
215	0.05216961405
216	0.05205812256
217	0.052047323
218	0.05199623781
219	0.05189900188
220	0.05181721681
221	0.05177727862
222	0.05168643476
223	0.0516321114
224	0.05157473474
225	0.05149439183
226	0.05139274694
227	0.05128321579
228	0.05122968628
229	0.0511834607
230	0.05112919641
231	0.05109727152
232	0.05099718438
233	0.05096293686
234	0.05090954335
235	0.05086644224
236	0.05082559065
237	0.05079023099
238	0.05074810137
239	0.0506709296
240	0.05062226392
241	0.05058738444
242	0.05054102504
243	0.05046559267
244	0.05042885815
245	0.05039978052
246	0.05036005085
247	0.05023229449
248	0.05020573122
249	0.0501731361
250	0.05013150719
251	0.0500685828
252	0.05002598711
253	0.04998775301
254	0.04995821352
255	0.04992284909
256	0.04988382288
257	0.0498475819
258	0.04980189168
259	0.04977208358
260	0.04973773871
261	0.04970489205
262	0.04966541878
263	0.04959484203
264	0.04955886289
265	0.04947828478
266	0.04944352925
267	0.04941920898
268	0.04935471082
269	0.04932210907
270	0.04929144251
271	0.04922295612
272	0.04917561442
273	0.04911751475
274	0.04906253453
275	0.04903166868
276	0.0490027254
277	0.04894184871
278	0.04891448055
279	0.04883751919
280	0.04879007805
281	0.0487333846
282	0.04870287079
283	0.04867704313
284	0.04862798117
285	0.04857819188
286	0.04853286268
287	0.04850399452
288	0.04847184395
289	0.04844230552
290	0.04841232422
291	0.04830695719
292	0.04827607159
293	0.04825471672
294	0.04823437151
295	0.04820600216
296	0.04818195185
297	0.04815987808
298	0.04813707136
299	0.04809335185
300	0.04805710767
301	0.04803771383
302	0.04801104303
303	0.04798396172
304	0.04796644916
305	0.04792091158
306	0.04788299748
307	0.0478447773
308	0.04781860148
309	0.04779275172
310	0.04777435335
311	0.04771522793
312	0.04767550605
313	0.04762658965
314	0.04760280307
315	0.04757023085
316	0.04755068099
317	0.04752223816
318	0.04750696284
319	0.04748495966
320	0.04745570015
321	0.0474302328
322	0.04738942895
323	0.04738418174
324	0.04736357694
325	0.04733752544
326	0.0472868516
327	0.04728181246
328	0.0472574576
329	0.04719750797
330	0.04717831547
331	0.04715485991
332	0.04714088348
333	0.04712814661
334	0.04709219789
335	0.04705304781
336	0.04703997341
337	0.04700026128
338	0.04697912789
339	0.04696935541
340	0.04695348783
341	0.04690557234
342	0.04688191339
343	0.04679359373
344	0.0467788985
345	0.04675237496
346	0.04673486047
347	0.04671566219
348	0.04668246601
349	0.0466640324
350	0.04664117928
351	0.04662059239
352	0.04659680574
353	0.04656224482
354	0.04653552074
355	0.04651371817
356	0.04648865335
357	0.04647293554
358	0.04645877311
359	0.04642683482
360	0.04640748936
361	0.04639389117
362	0.046345175
363	0.04631649937
364	0.04630019737
365	0.04628444744
366	0.04626439378
367	0.04625238139
368	0.04623652584
369	0.04620889755
370	0.04618869045
371	0.04616949535
372	0.04615092426
373	0.04611664529
374	0.04605031345
375	0.04601287848
376	0.04599230217
377	0.04593513991
378	0.04591213789
379	0.04588829803
380	0.04583008193
381	0.0458174968
382	0.04574689239
383	0.04572907135
384	0.04567407016
385	0.04561633776
386	0.04558144368
387	0.04552961283
388	0.04552539658
389	0.04549275194
390	0.04544727229
391	0.04539402048
392	0.04537973924
393	0.04534198913
394	0.0452895257
395	0.04523096055
396	0.04518993268
397	0.04516150845
398	0.04510970589
399	0.0450803741
400	0.04504557651
401	0.04501393939
402	0.04496510884
403	0.04495376191
404	0.04490570962
405	0.04482798482
406	0.04479016236
407	0.04477530553
408	0.04475253938
409	0.04473652995
410	0.04466275043
411	0.0445896468
412	0.04454233893
413	0.04451358262
414	0.04449987849
415	0.04447321671
416	0.04443364514
417	0.04442051715
418	0.04440934668
419	0.04438972217
420	0.04437984838
421	0.04436332614
422	0.04434724127
423	0.04432891573
424	0.04429495481
425	0.04424351323
426	0.04422667314
427	0.04421155265
428	0.04419473612
429	0.04415358988
430	0.04413942754
431	0.04411861369
432	0.04409629882
433	0.04407159247
434	0.04405241271
435	0.04403112407
436	0.04401856901
437	0.04399956981
438	0.04396779808
439	0.04395759672
440	0.04394692951
441	0.04391731978
442	0.04390303142
443	0.04383534233
444	0.04381203538
445	0.04376845515
446	0.04373896651
447	0.0437025662
448	0.04364187266
449	0.04359630291
450	0.04356000931
451	0.04354772623
452	0.0435054656
453	0.04347857447
454	0.04347584052
455	0.04342119823
456	0.043405968
457	0.04336834985
458	0.04332349125
459	0.04329650875
460	0.04328685884
461	0.04327703562
462	0.04326125011
463	0.04321676103
464	0.04320309842
465	0.04319076992
466	0.04315051758
467	0.04311392618
468	0.04305070075
469	0.04303628259
470	0.0430225926
471	0.04298565204
472	0.04296967269
473	0.04295723867
474	0.04293443753
475	0.04291156256
476	0.04288958275
477	0.04286222775
478	0.0428274584
479	0.04281428285
480	0.04279064131
481	0.04276578254
482	0.04274575556
483	0.04272728798
484	0.04269607882
485	0.04267036998
486	0.04264364363
487	0.04262655207
488	0.04260184731
489	0.04259059467
490	0.04257164005
491	0.04253717266
492	0.04249284867
493	0.04247307136
494	0.04245496226
495	0.04244655283
496	0.04243368915
497	0.04240261836
498	0.04237737371
499	0.04236471827
